reviewer_name,rating,date,review_text
Christina Wii,4,2 tahun lalu,Menikmati kota malang dimalam hari yang dingin bangeett sesekali hujan gerimis..syahduuuuuu Dua kali kesini hari minggu dan senin malam..saat weekend ramai bgt parkiran mobil di daerah pasar laron full tapi pas senin malam cukup lengang pengunjung. Sebelum jalan2 nyari maem dan cemilan dlu di pasar laron dan nyobain bakso tetelan depan bianglala.lumayan enak..lanjut naik kereta mini yg di hitung org dewasa 10k/org...ada juga delman dan kuda di deket situ.seru bgt wisata momong anak2 heheh  1 
Hobi Traveling,5,2 tahun lalu, 
Iman Suhadha,1,4 tahun lalu,Dalam kondisi Pandemic ini tolong aparat dapat melakukan penjagaan yg ketat serta pengunjungnya sadar akan kesehatan bersama. Serem melihatnya pengunjung berjubel dan tempat2 makan atau nongkrong tdk prokes berdesakan... Apakah sudah tdk takut atau bisa dgn Pandemic Sangat ramai sekali... Masyarakat butuh hiburan. Banyak tempat nongkrong dan makan 🙏semoga tdk menambah penderita covid-19 di batu-malang 😢😢  6 
ali Afie,4,seminggu lalu,BARU Tempatnya bagus dan ada tempat bermain untuk anak2... Parkir dan kulinernya juga ok..  
Fristian Fringz,5,7 bulan lalu,Alun² yg asik dengan banyaknya jajanan dan makanan membuat kita tdk bosen selain skedar menikmati kota batu dan wisata sekitarnya...  
jihahahahan,5,3 bulan lalu,Ada wahana bianglala dan perosotan untuk anak2 Toilet umum tersedia untuk yg laki2 dan perempuan
dien donk_99,5,4 minggu lalu,"Ramai banget,jajanan tradisional super lengkap,jagung bakar,ketan,,sampe jajanan gen-Z,,ramen,dimsum,,ga bakal kelaperan...recommended banget  "
eNeMI Guide,4,setahun lalu,Alun alun Batu ini sangat hidup saat malam hari. Saking ramainya sampai cukup susah untuk berjalan. Tapi untuk view di malam hari sangat rekomen di tempat ini  
Hery Alamsyah,5,2 tahun lalu,Tempatnya asyik dan seru sampai pengorbanan mobilku crash diperjalanan kendal-malang 😂  
Mei Nurnafiani,5,10 bulan lalu,"Alun-alun batu selalu punya daya tarik tersendiri yaa, selain bersih kulinernya juga bermacam-macam, apalagi pas malam minggu, sayang bianglalanya nggak beroperasi pas kesana, anak saya ingin naik, jam berapanya beroperasinya?  "
Mela Listy,5,3 tahun lalu,"Bagus, ada wahana bermain untuk anak-anak, sangkar burung, jajanan street food juga banyak. Ke sini lagi pas malam minggu, ramainya minta ampun. Parkir aja sampe lupa di mana tempatnya. Ada petugas kebersihan.  "
Miftakhur Roziqi,5,3 minggu lalu,"Alun alun KWB, kurang rasanya jika kalian berkunjung ke batu tapi tidak mampir ke alun-alun kota batu, parkir luas, makan melimpah ruah, permainan untuk anak-anak, dewasa juga ada, rumah apel, yang paling populer adalah biang lala yang super tinggi, jangan lupa naik ya  "
Achmad Fahruddin,5,10 bulan lalu,"Kesini saat hari Minggu, asli rame apalagi banyak anak kecil main. Area sekitar juga banyak yang jualan Reccomend sekali untuk kesini  1 "
Sukarini ketut,4,3 minggu lalu,"BARU Bermain, kuliner, keluarga  "
Adhi Pratama,4,setahun lalu,"kedua kalinya kesini. pertama malem, ramee banget. yg kedua pagi. tempatnya bersih. ada playground buat anak. ada wahana kuda karosel, biaya 5000. Dikelilingi macem2 kuliner. tp sayang banget, 2x kesini bianglala nya ga jalan, maintenance terus. kaya ga ada tanda2 diperbaiki  "
Devoellory Khei,5,2 tahun lalu,"Alun alun kota batu ini bagus bgt buat jalan"" sama keluarga ngayi camilan sampai makanan berat juga ada. Ada pos ketan legends, Susu ghanesa, Bianglala tiketnya 5k, penyewaan sekuter 20menit 15k. Tempat parkir yang luas dan juga bisa naik delman, kerta""an, mobil""lan pokoknya menyenangkan disini.  "
Tri Nurcahya,5,setahun lalu,"Berada di pusat Kota Wisata Batu, cukup terawat dengan banyak wahana bermain do dalamnya, di sekitarnya banyak tempat yang menjual makanan, sangat layak menjadi alternatif wisata keluarga yang terjangkau, akses cukup mudah dan tersedia parkir baik untuk motor maupun mobil, dapat dikunjungi baik siang hari maupun malam hari."
S Nowo El Mahdy,5,4 tahun lalu,Pusat aktivitas pedagang kaki lima Kota Batu. Juga merupakan tempat paling strategis di Kota Batu. Dari sini semua mudah dijangkau. Tempat ini jadi alternatif wisata juga. Terutama yang loe budget. Karena tidak ada tiket masuk. Paling bayar parkir saja. Pilihan belanja juga sangat banyak karena banyak sekali pedagang kaki lima di sini. Aneka jajanan dan oleh2 tersedia di setiap sudut alun². Yang paling ikonik di sini adalah wahana bianglala. Tapi tidak gratis.  2 
Ayah Momo,3,3 tahun lalu,"Ramai sekali seperti pasar. Banyak kerumunan orang. Prokes kurang berjalan. Kalau hujan, Akan sangat sulit untuk makan atau minum. Tgl 2 April ketika musim long weekend sy kesini Dan tidak berhasil makan/minum krn tempat duduk penuh  3 "
Edo Suhartanto,4,2 tahun lalu,"Pertama, Krn berbagai kedai makanan di sekitarnya yg beraneka ragam dan murah2. Sayangnya disini cuman satu ... Sangat penuh orang ... Lapak2 pun berdekatan seperti pasar senggol. Hal ketiga yg menarik disini adalah Ferris Wheel ... Toilet bertebaran ... Jadi tidak perlu kuatir ... Serta jalan2nya cukup bersahabat utk para lansia. Tapi ya itu ... Penuh orang ... Apalagi kalo musim libur atau Weekend ... Pada Malm hari ... Di siang saja sudah penuh ... Di malam hari ... Benar2 jadi pasar malam dgn orang yg berdesakan. Covid? ... Ke laut aja.  1 "
Hendra Afiyanto,5,setahun lalu,Setiap kali kesini selalu terkenang. Salah satu alun alun nyaman yang ada di Jawa Timur. Tempat indah dengan hawa yang cukup sejuk walau tak sedingin dulu. Area sangat ramai dengan beragam fasilitas. Kantung parkir cukup banyak dari roda dua hingga roda empat. Fasilitas toilet ada dan juga tersedia ragam jajanan rakyat. Parkir terjangkau dan normal jadi tidak perlu khawatir parkir mahal karena tempat wisata. Area bersih dengan spot foti yang keceee. Dekat dengan masjid sebagai fasilitas ibadah umat muslim.  
wiwin setiabudi,5,setahun lalu,suasana enak ramai bgt yg jualan juga banyak parkir mobil agak susah krn banyak pengunjung yg pengen ke alun alun jualan apa aja ada banyak kuliner juga suasana dingin dan sejuk. banyak pengamen yg menurut ku dateng terus terusan. minum susu segelas blm habis uda 4 pengamen yg dateng.  
Himawari Sinha,5,3 minggu lalu,"BARU Bnyak kulinernya, sayangny udh ada tulisan dilarang merokok, tp bbrapa kaum adam msh bnyak yg rokokan  "
Yudit Christiawan,5,2 tahun lalu,"Suatu ruang terbuka bagi masyarakat untuk menghabiskan waktu bersama keluarga, teman, pacar, ataupun sendiri juga bisa buat sekedar ngadem. Untuk yang punya anak kecil tersedia taman bermain, ada bianglala (ferris wheel) tapi lagi rusak kayaknya, tersedia toilet juga bayar 2.000. Bagi umat Muslim yang mau sholat, ada masjid agung di dekat situ.  6 "
Yogi Fajar Pebrian,5,9 bulan lalu,"Tempatnya ramai saat malam hari, banyak jajanan, persiapin isi dompetnya  "
Ariyo B,5,3 minggu lalu,BARU Tempat yg sangat ramah dengan anak-anak dan dewasa. Ramah untuk anak-anak dan dewasa Tersedia gratis
Putri Alisya Zahra,4,4 tahun lalu, 
Azizah Zhiizah,5,3 tahun lalu,"Banyak yang jual makanan, sangat cocok buat wisata kuliner. Bisa menaiki Bianglala dengan htm sangat murah meriah hanya 5k untuk sekali putaran. Atau dapat menaiki scooter, kendaraan hias dan masih banyak lagi. Suasa sangat cocok untuk menghabiskan waktu bareng keluarga, teman atau pasangan. Ramai tapi masih tidak terlalu padat orang. Selamat menikmati perjalanan kalian juga ya Have Fun👍  2 "
teguh widodo,4,8 bulan lalu,"tempat yg cukup iconik di kota batu, sayang akses jalan masuk terbatas. ada biang lala tp g beroprasi. ada air mancur yg dibuat mainan anak2 belum menemukan toilet sebaiknya tidak membawa hewan piaraan kesana"
Muhammad Andika Putra,5,2 tahun lalu,"Alun Alun Kota Wisata Batu ini merupakan pusatnya liburan keluarga di Batu. Sangatlah strategis dekat dengan masjid Agung, Toilet, Pusat jajanan street food, dan mall. Karena sangat lengkap sehingga selalu padat disini, namun Untuk parkirnya cukup banyak jadi tidak perlu khawatir. Selama covid disini wajib untuk memakai masker dan cek suhu tubuh. Jajanan sekitaran nya pun juga banyak ada telur gulung, corn dog, susu, ketan, es krim, hantu, dan lain lain Banyak taman bermain dan ada ferris wheel juga Ada beberapa yang rusak Hewan boleh masuk"
Enzi Arka,4,setahun lalu,"Parkirnya susah dari 10 tahun lalu tetep susah cari parkir. Sekarang sudah lebih tertata pedagang yang gerobak atau kaki lima disentralisasi. Pedagang kentang spiral khas batu udah ga ada lagi. Warung teh tarik juga sudah ga ada. Nemu cotton candy nyempil di tengah tengah pedagang lain. Akhirnya jajan roti canai di Salman.Cuaca sejuk kalo malam, bikin betah nongkrong lama-lama. Enaknya minum yang angey-anget kalo disini.  "
bunda alzabi,5,2 hari lalu,BARU Batu tempat yg paling menyenangkan  
Lailatul Badria,5,2 tahun lalu,"Alun alun batu atau pasar rakyat, terdapat berbagai jenis kuliner, mulai dari ketan, susu murni, keripik oleh2 khas malang, pentol, dll. Unruk tempat parkir rasanya kurang luas dan kurang nyaman untuk pengguna jalan. Di dalam area penjualan makanan, kurang tertata, banyak pengguna sepeda motor yang menerobos masuk.  "
mumpung hidup,5,2 bulan lalu,"Tempat nongkrong yang sesuai, banyak sekali penjual kukiner yang bisa di temui.  "
Immash Pratiwi,4,2 tahun lalu,1. Alun-alunnya tidak terlalu luas 2. Cukup banyak pohon dan tempat duduk 3. Ada playground anak 4. Bianglala dan carousel cukup murah untuk harga tiketnya 5. Di sekitar alun-alun banyak kuliner  1 
Lilis Fauziah,5,3 tahun lalu,"Alun alun kota wisata Batu yang ramah anak, lokasi sangat ramai karena tempat wisata, dikelilingi pasar rakyat, banyak macam kuliner enak dan terkenal. Ketan legenda, susu dan yogurt fresh dll bakal jajan terus disini hihi. Capek keliling, bisa maen wahana di dalam alun2 batu. Ada bianglala bisa untuk dewasa dan anak, sedangkan yang wahana kuda putar hanya untuk anak2 usiav2-10 tahun tiketnya @5rb rupiah. Di dalam alun2 juga ada playground anak2 dan ini free alias gratis. Untuk orang tua bisa santai dekat playground banyak tempat duduk. Ada toilet juga di dalam alun2 jadi bisa berlama lama santai disini dan tempatnya rindang.  "
Annisa Ramadhanti,5,2 tahun lalu,"Parkir tersedia untuk motor dan mobil, di dalam taman tidak boleh merokok, bagus sekali jadi pengunjung bisa menghirup udara yang lebih baik, di dalam area alun-alun terdapat wahana bermain untuk anak seperti perosotan, komedi putar dan biang lala Selain itu ada beberapa kursi untuk duduk santai dan bercengkrama, tersedia pula toilet di dalam kawasan tersebut"
BK BK,3,3 bulan lalu, 
Arief Setiawan,5,2 tahun lalu,7 mei 2022 jam 15.03 berkunjung di tempat ini ramai sekali. Kebersihan lingkungan kurang baik karena banyak pengunjung. Mantap ikon kota batu. Udaranya sudah tidak sejuk lagi seperti dulu  
reza gunapradja,5,3 tahun lalu,"Liburan di Jawa Timur kali ini kita akan menjelajah sebuah kota yang terjepit/dikelilingi dengan banyak bukit/gunung. Sebuah kota yang adem cenderung dingin dan sangat terkenal dengan hasil alamnya buah apel. Kota Batu. Kota Batu waktu saya masih kecil terkenalnya Selecta, sebuah wisata alam yang cocok buat keluarga. Namun ternyata sekarang sudah banyak berubah dan tampaknya semakin seru. Wisata paling wajib dikunjungi adalah Jatim Park 2. Sebuah tempat wisata super lengkap. Dimana disini ada Kebun Binatang, ada Museum Satwa dan ada Theme Park. Seru sekali. Kemudian di selatan Jatim Park 2 ada BNS. Singkatan dari Batu Night Spectacular, lagi-lagi theme park yang khusus dioperasikan di malam hari. Meski jam 15 sebetulnya sudah buka. Tapi tak direkomendasi datang saat langit masih terang. Karena tempat ini akan tampak totally berbeda jika dikunjungi saat malam. Di sebelah utara ada Jatim Park 2 ada Museum Angkut yang umurnya masih relatif muda. Dibuka pada bulan Maret 2014. Jadi ada kemungkinan besar Anda yang sudah pernah ke Batu tapi belum pernah ke Museum Angkut ini. Angkut maksudnya transportasi, jadi disini Anda akan melihat apapun yang berhubung dengan otomotif atau kendaraan baik yang tanpa mesin sampai pesawat. Museum Angkut ini sangat menarik karena sengaja dibuat berdasarkan tema dunia, misal kawasan Indonesia maka Anda akan lihat kendaraan khas Indonesia misalnya becak, bajaj dll. Kemudian saat Anda masuk ke kawasan hollywood maka Anda akan melihat kendaraan khas buatan Amrik dan kawasan Jerman maka Mercedes dan lain-lain akan diperlihatkan. Ada kawasan Britain, kawasan Italy, Perancis dll. Tak lengkap jika ke Batu tapi tidak petik apel. Daerah yang paling terkenal adalah Kusuma Agrowisata. Tempat ini juga ada hotelnya. Ada kebun apel (dan jambu) serta pabriknya. Produk yang dihasilkan adalah jus apel dan yogurt yang asem asem seger. Kota Batu terkenal dengan makanan Pos Ketan Legenda. Dengan bahan dasar beras ketan, gula jawa dan kelapa. Yang paling terkenal ada di alun-alun. Sayang waktu kami berkunjung adalah waktu awal Ramadhan jadi pada tutup beberapa hari. Tapi ketan serupa bisa dinikmati di tempat lain, seperti di BNS.  7 "
Libawa Tulan Okwinsa,4,setahun lalu,"Kalo mau njajan jg buanyak bgt yg jual.. Klo kesana mampirnya mam sate telor, susu ganesha sm sempol bang oli ya.. Nagih bgt.. Sayangny skg lg musim hujan, jd area playground disana cenderung basah.. Sama minus di toilet nya yg gratis itu..sabunnya gak da.. N beberapa toilet sdh rusak lo kran nya.. Tdk berfungsi dg baik.. Jg kurang terawat.. Sbaiknya sih dibenahi lg ya..  "
Nurul Karisma,5,10 bulan lalu, 
dessi fitria,5,setahun lalu,"Dari Jatim Park 1 langsung cus ke Alun-alun Batu. Pengennya nikmatin street food sama bianglala yang ada di alun-alun. Tapi street foodnya masih sepi, bianglala nya gak ada yang jaga apa mungkin karena sorean kali yaa. Habis ini agendakan lagi ke Alun-alun batu tapi malem gitu, biar bisa naik bianglala Parkir 3k  "
Sutikwan,4,setahun lalu,"Tempat yang nyaman, asri dan seger. Cocok untuk bermain dan bergembira bersama anak dan keluarga.👍🏻👍🏻👍🏻 …  "
Muhammad Ichsan,4,2 tahun lalu,"Tempatnya nyaman buat jalan kaki, ditambah cuaca yang teduh juga. Bersih dan gaada sampah berserakan. Buat yang mau kesini sekedar saran aja, kalau mau makan mending bawa sendiri kecuali emang pengen banget street food-an disana. Kebanyakan harga makanannya overprice, ya saya ga heran karena tempat wisata, tapi saya rasa ga perlu terlalu tinggi naikkin harganya  9 "
Nugroho Rahtiyanto,5,2 tahun lalu,"Tempat yang menawarkan berbagai jenis kuliner dan kenangan. Tempat strategis di tengah kota, dan hampir tiap malam selalu ramai, saya merasa karena alun alun nya rame banget jadi saya meras semrawut lihat layout pedagangnya. Untuk makanan khas malang aku rasa agak kurang disini banayak makanan kekinian model korea korea gitu, semoga kedepan lebih banyak penjual makanan khas malang atau daerah jawa timur.  "
Vida Ega,5,setahun lalu,"Sekarang alun alun batu semakin berbenah, sentra kuliner jadi 1, banyak penjual lok lok dan aneka makanan, cuma jadi bingung lokasi ketan legendaris jadi sebelah mana ya heheheh Lokasi parkir untuk motor mudah, banyak becak hias yang jadi alternatif hiburan kalau bianglalanya lagi gak nyala. Dekat dengan masjid.  "
ahmad waskitho aji,5,2 tahun lalu,"Sudah tertata dengan baik, banyak makanan dan kuliner yg harganya relatif murah. parkira luas tempat sangat nyaman. cocok untuk nongkrong dan makan. Ada Playground anak gratis pula !  "
Prastya Petandra,5,2 tahun lalu,"Lokasinya sangat mudah dijangkau, murah meriah, bisa naik wahana bianglala dengan harga murah, anak-anak bebas bermain dengan bebas asap rokok. Seringkali ramai di hari liburan sehingga sulit mencari parkir  1 "
"Darwati Kaos Anak, Hijab, Herbal, Villa, Kos-kosan",5,2 tahun lalu,"Klo tanggal merah wih ramenya Harga relatif terjangkau Wisata gratis cangkruk cocok Cari parkir syulit pdhal mau sholat ke masjid Area parkir yang sangat terbatas sedang iconnya batu adalah alun2 shng yg dtg banayj sekali, harusnya di sediakan area lagi dg berjubelnya pengunjung  "
Adi Prasetyo,5,setahun lalu,Salah satu tempat yang cukup populer di kota batu. Desain tamannya juga bernuansa buah-buahan dan juga cukup terawat. Lingkungannya cukup bersih dan rindang. Disini juga ada bianglala. Disekitar Alun-Alun juga ada berbagai macam jajanan yang bervariasi. Very recommended  2 
Rafaeyz Adventures,5,2 tahun lalu,"Bagus buat melewatkan malam di kota batu. Banyak orang jual makanan dan minuman. Bisa naik bianglala hanya 5 ribu tarifnya. Parkir juga banyak, kecuali lagi overload. Tarif parkir mobil 50000  "
